,frame,image_id,colony_area,cell_count,cell_area,cell_length,medium
1981,13,1033,12761.623236337791,29,9241.0,896.6185426644486,Gluconate-MOPS
1982,14,1033,14270.024333038717,32,10853.0,1068.254783394515,Gluconate-MOPS
1983,15,1033,17211.124420426902,38,13060.5,1288.567696455163,Gluconate-MOPS
1984,16,1033,21925.49759080156,54,16434.0,1624.2369995963243,Gluconate-MOPS
1985,17,1033,26171.01147330401,59,19767.5,1946.59391726557,Gluconate-MOPS
1986,18,1033,32046.26942505571,69,23702.0,2338.154103330558,Gluconate-MOPS
1987,19,1033,38745.2724973592,87,28936.5,2859.4884107534804,Gluconate-MOPS
1988,20,1033,47769.24330341164,115,35443.5,3545.0981423839603,Gluconate-MOPS
1989,21,1033,56908.43220762,130,42702.5,4243.95262292607,Gluconate-MOPS
1990,22,1033,68674.08652427571,168,51669.0,5201.947937315713,Gluconate-MOPS
1991,23,1033,84533.5158616578,210,63230.0,6382.140141298863,Gluconate-MOPS
1992,24,1033,100067.50363584736,240,76417.5,7762.444467190928,Gluconate-MOPS
1993,25,1033,121916.659780383,299,91951.0,9330.177213688201,Gluconate-MOPS
1994,26,1033,147290.093203692,376,112588.5,11459.089600663498,Gluconate-MOPS
1995,27,1033,177527.230471255,449,136839.5,13936.188474748766,Gluconate-MOPS
1996,28,1033,210562.76590290555,539,170449.5,16992.991125397348,Gluconate-MOPS
1997,29,1033,252456.22652856927,671,202643.5,20692.479333316114,Gluconate-MOPS
1998,30,1033,283776.4854105179,775,226887.5,23500.28102295933,Gluconate-MOPS
1999,31,1033,303492.28194101003,876,245961.0,26239.506986399167,Gluconate-MOPS
2000,32,1033,303960.75302186405,922,247571.0,26828.40699347915,Gluconate-MOPS
2001,33,1033,302107.1647763344,938,248285.0,27257.120421449123,Gluconate-MOPS
2002,34,1033,303569.60346637416,933,247355.5,27126.413213989945,Gluconate-MOPS
2003,35,1033,302981.76863997424,947,246029.5,27031.288058438997,Gluconate-MOPS
2004,36,1033,302981.54990464647,946,244938.5,26878.161611799445,Gluconate-MOPS
2005,37,1033,302517.0512945392,947,245204.5,27115.878884766564,Gluconate-MOPS
2006,38,1033,303395.86698681244,954,246367.5,27304.835472330567,Gluconate-MOPS
2007,0,1035,1341.7617343626916,4,1156.0,112.3521314925002,Gluconate-MOPS
2008,1,1035,1656.5144218637142,4,1384.5,128.49027377761627,Gluconate-MOPS
2009,2,1035,1937.5539248690477,4,1625.5,147.43551204701572,Gluconate-MOPS
2010,3,1035,2200.2616783587728,4,1855.0,167.8950318149037,Gluconate-MOPS
2011,4,1035,3198.569950228092,8,2415.0,224.2956355170055,Gluconate-MOPS
2012,5,1035,3933.96984414513,9,3128.0,292.3698141829594,Gluconate-MOPS
2013,6,1035,4377.853028769994,9,3661.0,339.158163644362,Gluconate-MOPS
2014,7,1035,5520.107618327718,12,4407.5,415.93440662459585,Gluconate-MOPS
2015,8,1035,7375.260542870914,18,5543.5,532.0556369466696,Gluconate-MOPS
2016,9,1035,8527.126327290389,18,6538.0,624.4350172279771,Gluconate-MOPS
2017,10,1035,9972.372295252077,20,7575.5,733.3311943022434,Gluconate-MOPS
2018,11,1035,12606.377785478384,30,9677.0,945.1148126171742,Gluconate-MOPS
2019,12,1035,16875.78614299085,39,12245.0,1194.3196369168925,Gluconate-MOPS
2020,13,1035,19885.27925370638,41,14714.5,1440.6851758041473,Gluconate-MOPS
2021,14,1035,25047.557620581654,60,18325.0,1830.4363333463207,Gluconate-MOPS
2022,15,1035,31720.104509489403,80,23549.0,2347.299194456628,Gluconate-MOPS
2023,16,1035,38199.328853427774,88,28459.0,2828.2219716293635,Gluconate-MOPS
2024,17,1035,46678.35538913232,111,34410.5,3433.6707813469034,Gluconate-MOPS
2025,18,1035,56023.38637304173,142,41970.5,4247.27246711238,Gluconate-MOPS
2026,19,1035,69035.19121603896,172,51918.0,5264.657174960545,Gluconate-MOPS
2027,20,1035,81782.77116511112,197,61693.5,6243.979727103769,Gluconate-MOPS
2028,21,1035,99491.51604076991,252,75654.0,7673.15497795474,Gluconate-MOPS
2029,22,1035,119299.3553004168,310,91223.0,9266.088788725336,Gluconate-MOPS
2030,23,1035,140997.68960593213,357,109107.5,11110.8948638088,Gluconate-MOPS
2031,24,1035,171118.97721713502,457,132860.5,13678.148764707877,Gluconate-MOPS
2032,25,1035,207130.6485243876,558,160891.5,16611.69853348853,Gluconate-MOPS
2033,26,1035,246276.07177782425,654,197313.0,20038.234963100393,Gluconate-MOPS
2034,27,1035,282805.2747302887,798,225630.0,23747.978110769098,Gluconate-MOPS
2035,28,1035,302392.80403356283,917,245209.0,26520.44170399524,Gluconate-MOPS
2036,29,1035,302011.57239337603,910,246365.5,26812.57627648798,Gluconate-MOPS
2037,30,1035,302357.56794937246,926,245240.0,26828.319516185682,Gluconate-MOPS
2038,31,1035,305127.6544588718,956,246811.0,27140.94760266472,Gluconate-MOPS
2039,32,1035,302097.4473094785,949,245859.0,27122.19756963264,Gluconate-MOPS
2040,33,1035,303259.9748700776,960,246871.5,27280.42226537793,Gluconate-MOPS
2041,34,1035,303601.8960744333,966,247369.5,27247.718647945403,Gluconate-MOPS
2042,35,1035,304158.4090852913,970,247182.5,27458.60736734278,Gluconate-MOPS
2043,36,1035,303355.05685314507,956,246357.5,27298.93188898034,Gluconate-MOPS
2044,37,1035,304234.736833729,966,246273.5,27238.73306701516,Gluconate-MOPS
2045,38,1035,304486.0926703714,968,247585.0,27508.741200277138,Gluconate-MOPS
2046,0,1037,1433.6081460438436,3,1328.5,124.37516570961117,Gluconate-MOPS
2047,1,1037,2357.065877707326,7,1995.0,302.21167790868515,Gluconate-MOPS
2048,2,1037,2271.2978283618577,6,1969.0,187.96404758415378,Gluconate-MOPS
2049,3,1037,2679.4692433234304,6,2296.5,217.26425681712388,Gluconate-MOPS
2050,4,1037,3499.580917476502,8,2780.5,262.8937542538204,Gluconate-MOPS
2051,5,1037,4538.464059524646,10,3377.0,319.4803239176393,Gluconate-MOPS
2052,6,1037,4928.79253364366,11,3883.5,376.66085315659456,Gluconate-MOPS
2053,7,1037,5474.309545533208,12,4571.5,444.01143701716,Gluconate-MOPS
2054,8,1037,7460.285032474872,18,5805.0,561.3751573281722,Gluconate-MOPS
2055,9,1037,8997.9353759152,20,6882.0,671.4838548855948,Gluconate-MOPS
2056,10,1037,11159.0179177986,23,8309.5,801.6208202164653,Gluconate-MOPS
2057,11,1037,13854.16020944208,31,10525.5,1149.4073041846195,Gluconate-MOPS
2058,12,1037,16382.343581656576,40,12233.5,1210.8410199170905,Gluconate-MOPS
2059,13,1037,19510.730641346832,44,14524.0,1486.5293353209279,Gluconate-MOPS
2060,14,1037,24654.047273647124,59,18174.5,1972.7726698335912,Gluconate-MOPS
2061,15,1037,27862.11615174385,69,20980.5,2224.7647410778013,Gluconate-MOPS
2062,16,1037,34024.96220461747,83,25421.0,2537.2913370604215,Gluconate-MOPS
2063,17,1037,39595.14603162897,93,29850.0,2973.972814589185,Gluconate-MOPS
2064,18,1037,48819.45125104599,122,36801.5,3878.56613335968,Gluconate-MOPS
2065,19,1037,58844.54531342117,153,45239.0,4813.0881541077915,Gluconate-MOPS
2066,20,1037,68218.76012028927,168,52719.0,5462.100416831408,Gluconate-MOPS
2067,21,1037,82688.61652706168,210,63975.5,6572.41935316952,Gluconate-MOPS
2068,22,1037,99322.92784984806,263,77268.0,7908.229756495334,Gluconate-MOPS
2069,23,1037,117595.99324955186,312,92473.0,9471.169769968772,Gluconate-MOPS
2070,24,1037,138147.97708389722,367,108367.0,11141.794170063378,Gluconate-MOPS
2071,25,1037,158616.29656165867,423,124372.5,12832.323621570014,Gluconate-MOPS
2072,26,1037,184807.51256529868,510,144944.0,15092.943933110604,Gluconate-MOPS
2073,27,1037,215133.7410671056,599,175754.0,18086.69171624391,Gluconate-MOPS
2074,28,1037,247821.99122701387,696,196928.0,20793.292166653504,Gluconate-MOPS
2075,29,1037,269694.51737211534,787,217291.5,23454.112367125483,Gluconate-MOPS
2076,30,1037,270431.5898443009,827,218518.0,23853.420672303942,Gluconate-MOPS
2077,31,1037,270161.53900365566,839,220019.0,24130.207860201735,Gluconate-MOPS
2078,32,1037,271057.80406092043,815,220360.5,24233.640129993866,Gluconate-MOPS
2079,33,1037,269594.0059690483,836,219634.5,24132.12267394054,Gluconate-MOPS
2080,34,1037,269676.72399421624,845,219883.5,24182.964597814112,Gluconate-MOPS
2081,35,1037,271539.648123338,829,220889.0,24335.78471641381,Gluconate-MOPS
2082,36,1037,270399.87749040866,847,220046.0,24428.808957972054,Gluconate-MOPS
2083,37,1037,269661.00969768164,854,219446.5,24334.11996951758,Gluconate-MOPS
2084,38,1037,270142.3078625223,828,220873.0,24217.222414805867,Gluconate-MOPS
2085,0,1040,2877.77177021442,8,2669.5,891.2117022776212,Gluconate-MOPS
2086,1,1040,1964.315796729963,6,1748.5,327.42053115976097,Gluconate-MOPS
2087,2,1040,3411.655480465355,7,3101.0,910.692746315987,Gluconate-MOPS
2088,3,1040,3695.750797647504,9,3297.5,932.7646043859256,Gluconate-MOPS
2089,4,1040,3087.327466828516,6,2300.0,211.78555190132033,Gluconate-MOPS
2090,5,1040,3654.949550509453,8,2756.5,256.2477263507068,Gluconate-MOPS
2091,6,1040,4144.864229391562,8,3217.5,297.6212009030871,Gluconate-MOPS
2092,7,1040,4879.774583054241,10,3910.5,406.50338473124793,Gluconate-MOPS
2093,8,1040,6252.507428213256,14,4745.0,484.14461090171636,Gluconate-MOPS
2094,9,1040,7033.444281895179,16,5564.0,528.1346362262162,Gluconate-MOPS
2095,10,1040,8712.122500272002,18,6680.0,668.5109785328933,Gluconate-MOPS
2096,11,1040,10964.606031241594,22,8106.0,770.2437033963572,Gluconate-MOPS
2097,12,1040,13285.90642037196,29,9837.5,994.397463609537,Gluconate-MOPS
2098,13,1040,15864.09804162127,33,11804.5,1131.325303701121,Gluconate-MOPS
2099,14,1040,18708.61611040472,39,14130.0,1356.7373057088591,Gluconate-MOPS
2100,15,1040,23739.96546861343,51,17259.0,1671.2491979841648,Gluconate-MOPS
2101,16,1040,27767.322423622245,63,20677.0,2041.5565099196156,Gluconate-MOPS
2102,17,1040,34062.00091790361,74,25282.5,2474.993599829404,Gluconate-MOPS
2103,18,1040,40744.82334926247,87,30427.0,2990.121908440862,Gluconate-MOPS
2104,19,1040,50792.93491182523,120,37438.0,3703.587014610326,Gluconate-MOPS
2105,20,1040,60203.359461082495,141,45923.0,4496.819858871332,Gluconate-MOPS
2106,21,1040,71521.51305844996,163,56161.0,5420.310875055262,Gluconate-MOPS
2107,22,1040,86249.4305848289,212,67547.5,6662.278729418088,Gluconate-MOPS
2108,23,1040,105411.55504694076,258,83297.5,8133.807553848575,Gluconate-MOPS
2109,24,1040,125286.71548733558,301,98967.0,9788.327222488706,Gluconate-MOPS
2110,25,1040,150942.88171153484,375,116038.0,11812.074363568534,Gluconate-MOPS
2111,26,1040,186899.50388966664,491,141546.0,14589.95875289352,Gluconate-MOPS
2112,27,1040,218728.6743985637,565,169053.0,17472.836049602665,Gluconate-MOPS
2113,28,1040,253539.9018527279,669,199660.0,20807.392801262627,Gluconate-MOPS
2114,29,1040,272248.76219888043,788,217291.5,23221.988070674604,Gluconate-MOPS
2115,30,1040,273740.6593834834,835,221582.5,24204.997499915273,Gluconate-MOPS
2116,31,1040,274539.7259360482,841,222531.5,24463.996613426607,Gluconate-MOPS
2117,32,1040,274609.7533421534,847,220591.0,24239.782116816965,Gluconate-MOPS
2118,33,1040,272684.94506891334,867,220467.0,24322.635836970898,Gluconate-MOPS
2119,34,1040,273756.02836930513,856,221189.5,24390.28034927345,Gluconate-MOPS
2120,35,1040,273853.98688784015,846,220398.0,24182.386491712692,Gluconate-MOPS
2121,36,1040,271712.3983177662,859,219399.5,24378.165756248396,Gluconate-MOPS
2122,37,1040,273333.39877596835,855,219532.0,24294.290662175412,Gluconate-MOPS
2123,38,1040,274571.20656206936,851,221191.5,24478.50234547039,Gluconate-MOPS
2124,0,1044,3493.9797869428303,8,3345.5,1422.4558441227157,Gluconate-MOPS
2125,1,1044,3020.2454986325465,6,2906.5,917.698484809835,Gluconate-MOPS
2126,2,1044,2397.035078465456,6,2229.0,882.8826604489967,Gluconate-MOPS
2127,3,1044,2680.427274854499,6,2484.5,910.7565437631312,Gluconate-MOPS
2128,4,1044,2843.2017374099123,6,2664.0,923.8409174312383,Gluconate-MOPS
2129,5,1044,4219.152186643274,8,3929.0,1048.6146891463654,Gluconate-MOPS
2130,6,1044,5020.404959652733,10,4647.0,1529.2328802552684,Gluconate-MOPS
2131,7,1044,2446.3421171950176,5,2030.5,224.6181588026652,Gluconate-MOPS
2132,8,1044,2917.124801051483,6,2372.0,246.47427240070476,Gluconate-MOPS
2133,9,1044,3540.8329252473486,8,2898.5,320.53750737080986,Gluconate-MOPS
2134,10,1044,3859.5555537332257,8,3259.5,296.73505395097055,Gluconate-MOPS
2135,11,1044,4660.369734165317,8,3830.0,347.4974394121786,Gluconate-MOPS
2136,12,1044,6831.336142882035,15,5160.5,575.5036671549622,Gluconate-MOPS
2137,13,1044,7621.486608435604,16,5875.0,538.0711142560933,Gluconate-MOPS
2138,14,1044,8499.489369134972,16,6950.0,637.678764075277,Gluconate-MOPS
2139,15,1044,10951.183356081703,24,8460.5,792.1488265987197,Gluconate-MOPS
2140,16,1044,14236.374125469069,31,10538.5,980.1744680970935,Gluconate-MOPS
2141,17,1044,16347.575077593969,32,12593.5,1160.8337135095232,Gluconate-MOPS
2142,18,1044,19506.048893715957,36,14768.0,1391.2953369802503,Gluconate-MOPS
2143,19,1044,23615.455339126136,52,17877.0,1695.1082868153258,Gluconate-MOPS
2144,20,1044,28017.60229127906,62,21337.0,2045.1186555412824,Gluconate-MOPS
2145,21,1044,32767.173700308547,68,25060.0,2607.103197247551,Gluconate-MOPS
2146,22,1044,38806.12114600211,82,29579.0,2844.8680680771854,Gluconate-MOPS
2147,23,1044,46356.93234976398,109,35589.5,3473.2221609144835,Gluconate-MOPS
2148,24,1044,53996.05797348369,123,42200.5,4113.433474122397,Gluconate-MOPS
2149,25,1044,63459.208358887285,146,49787.5,4925.35684516107,Gluconate-MOPS
2150,26,1044,78055.45864723175,187,60327.0,5947.895360463084,Gluconate-MOPS
2151,27,1044,92887.7849749518,225,72979.5,7186.3372821647,Gluconate-MOPS
2152,28,1044,108823.84742440032,257,85365.5,8455.2248185168,Gluconate-MOPS
2153,29,1044,126457.94063893933,317,99769.0,10011.789382442741,Gluconate-MOPS
2154,30,1044,148734.91726969922,383,118623.5,12017.318175568804,Gluconate-MOPS
2155,31,1044,173722.50776961903,448,139283.5,14117.557774473918,Gluconate-MOPS
2156,32,1044,203177.2057673278,531,165925.0,17053.167919391846,Gluconate-MOPS
2157,33,1044,238760.53671959875,650,189294.5,19707.385036287113,Gluconate-MOPS
2158,34,1044,270229.39155657653,740,217361.0,22779.92725011729,Gluconate-MOPS
2159,35,1044,274424.8182327204,796,224017.0,24013.93061870662,Gluconate-MOPS
2160,36,1044,272449.6392100359,808,221731.5,23829.039628886123,Gluconate-MOPS
2161,37,1044,273689.8920935909,823,223391.0,24178.632443863196,Gluconate-MOPS
2162,38,1044,274065.1109356832,846,224753.5,24551.19113789848,Gluconate-MOPS
2163,0,1046,1857.2053892073452,4,1499.5,141.62054734515078,Gluconate-MOPS
2164,1,1046,2469.17134446846,7,2089.5,203.36151935355974,Gluconate-MOPS
2165,2,1046,2845.0587547011137,7,2443.5,234.12635644764256,Gluconate-MOPS
2166,3,1046,3366.45292878516,7,2843.5,270.4363066236814,Gluconate-MOPS
2167,4,1046,4624.9491943119465,10,3486.5,328.0410878638471,Gluconate-MOPS
2168,5,1046,5412.773869976008,11,4147.0,390.10434644221107,Gluconate-MOPS
2169,6,1046,6364.217017314102,13,4999.5,474.1087601550069,Gluconate-MOPS
2170,7,1046,7756.481455396907,18,6205.0,589.8175960635105,Gluconate-MOPS
2171,8,1046,9892.177273620862,20,7251.5,694.476054293644,Gluconate-MOPS
2172,9,1046,12091.6329013769,27,9092.0,888.2957401613769,Gluconate-MOPS
2173,10,1046,15074.529646844583,33,11444.5,1114.2377717751579,Gluconate-MOPS
2174,11,1046,18051.2947282947,40,13661.0,1339.8968041318215,Gluconate-MOPS
2175,12,1046,21995.08261913305,54,16271.5,1647.1530719100138,Gluconate-MOPS
2176,13,1046,27020.73348231542,61,19890.0,1982.9766342861938,Gluconate-MOPS
2177,14,1046,33800.475826062924,79,25052.0,2500.535017946819,Gluconate-MOPS
2178,15,1046,42137.57676963774,96,30671.5,3042.7173958369344,Gluconate-MOPS
2179,16,1046,51455.67124921282,122,37970.0,3783.826346699076,Gluconate-MOPS
2180,17,1046,62266.92036498889,151,45826.0,4592.471881011226,Gluconate-MOPS
2181,18,1046,73874.75418961256,183,55156.0,5587.7234735692755,Gluconate-MOPS
2182,19,1046,88406.8179938424,216,66449.0,6730.132663890494,Gluconate-MOPS
2183,20,1046,109626.6142020969,274,81363.0,8352.783729791889,Gluconate-MOPS
2184,21,1046,132143.51329086718,332,98669.0,10140.060085751873,Gluconate-MOPS
2185,22,1046,159944.44986496033,410,118756.5,12385.159069353105,Gluconate-MOPS
2186,23,1046,190569.9601999296,508,143692.5,15058.915093108375,Gluconate-MOPS
2187,24,1046,228219.1483918116,615,175459.0,18410.119427678717,Gluconate-MOPS
2188,25,1046,264633.0971802558,749,207485.5,22071.524828006037,Gluconate-MOPS
2189,26,1046,271004.17795359815,824,218584.0,23782.65376540219,Gluconate-MOPS
2190,27,1046,271221.73489827046,831,219657.5,24085.95746077829,Gluconate-MOPS
2191,28,1046,272109.7225426612,869,220580.5,24432.782786468662,Gluconate-MOPS
2192,29,1046,271629.43610930955,855,219871.0,24353.689988635153,Gluconate-MOPS
2193,30,1046,268805.25264921004,842,218440.0,24259.409575034675,Gluconate-MOPS
2194,31,1046,269849.6934066462,841,218495.5,24095.88958878672,Gluconate-MOPS
2195,32,1046,269842.384555742,866,218209.5,24270.399332229823,Gluconate-MOPS
2196,33,1046,270711.1483094247,851,218625.5,24210.126031067324,Gluconate-MOPS
2197,34,1046,269312.6131547347,850,217146.5,24096.23378646621,Gluconate-MOPS
2198,35,1046,269650.77795077546,874,218358.5,24456.28100546138,Gluconate-MOPS
2199,36,1046,268615.5490260396,859,217854.0,24273.3966736507,Gluconate-MOPS
2200,37,1046,270225.46593631216,866,218590.5,24362.472322240752,Gluconate-MOPS
2201,38,1046,271537.42982729804,860,220353.5,24668.57806845515,Gluconate-MOPS
2202,0,1049,1884.552173385173,8,1834.0,545.1166327386508,Gluconate-MOPS
2203,1,1049,1041.666032860754,3,1025.5,243.07507320812434,Gluconate-MOPS
2204,2,1049,1195.1405404799152,4,1129.5,223.1120569268325,Gluconate-MOPS
2205,3,1049,1281.936948216171,5,1196.0,214.560901518421,Gluconate-MOPS
2206,4,1049,1766.1376461475156,6,1645.5,326.1490735797661,Gluconate-MOPS
2207,5,1049,1623.242926128558,5,1469.5,239.065525252029,Gluconate-MOPS
2208,6,1049,1633.8890530803474,4,1294.5,118.00886254088567,Gluconate-MOPS
2209,7,1049,1950.085221629357,4,1525.5,137.11206486126966,Gluconate-MOPS
2210,8,1049,2309.6141808463726,4,1806.5,159.22887237460026,Gluconate-MOPS
2211,9,1049,2659.116105548688,4,2093.0,184.40204080327416,Gluconate-MOPS
2212,10,1049,3928.240769797063,10,2933.5,339.8339538488793,Gluconate-MOPS
2213,11,1049,4391.676272618177,8,3152.5,284.9204634654791,Gluconate-MOPS
2214,12,1049,4860.3297420004965,8,3701.5,335.20750602413426,Gluconate-MOPS
2215,13,1049,6003.769907199894,12,4508.5,422.0504697794318,Gluconate-MOPS
2216,14,1049,7334.941981441283,16,5343.0,519.5262298583434,Gluconate-MOPS
2217,15,1049,8334.912770216179,16,6420.5,611.0843540556896,Gluconate-MOPS
2218,16,1049,10166.43769491691,22,7761.5,747.6945787244508,Gluconate-MOPS
2219,17,1049,13550.217027614532,31,9824.5,953.1408224963625,Gluconate-MOPS
2220,18,1049,15562.535348046338,32,11616.5,1126.846667224861,Gluconate-MOPS
2221,19,1049,18919.49428015214,42,14074.5,1377.3828774606668,Gluconate-MOPS
2222,20,1049,23708.314324261097,56,17290.0,1702.948271726356,Gluconate-MOPS
2223,21,1049,26968.656767033823,63,20569.5,2039.793014215117,Gluconate-MOPS
2224,22,1049,32244.783101053064,71,25061.5,2454.0882268768923,Gluconate-MOPS
2225,23,1049,41877.502262244525,98,31179.5,3062.288986520179,Gluconate-MOPS
2226,24,1049,49369.56372697516,120,38551.5,3765.123147075347,Gluconate-MOPS
2227,25,1049,58131.90015076942,133,44795.0,4460.281629571336,Gluconate-MOPS
2228,26,1049,71743.01773468047,171,53222.5,5469.673777393882,Gluconate-MOPS
2229,27,1049,86431.41920425721,215,64132.5,6707.421630137827,Gluconate-MOPS
2230,28,1049,102964.12774660483,247,81822.0,8094.9034015467105,Gluconate-MOPS
2231,29,1049,124549.96897423764,308,97555.5,9773.0555617192,Gluconate-MOPS
2232,30,1049,152718.40618899462,395,117188.5,12037.703197676985,Gluconate-MOPS
2233,31,1049,184233.4144231899,464,140559.5,14478.881193042722,Gluconate-MOPS
2234,32,1049,218469.805009342,564,167191.5,17416.470412588482,Gluconate-MOPS
2235,33,1049,258805.51437267064,709,200339.0,20988.972068047173,Gluconate-MOPS
2236,34,1049,297082.0393314547,843,235412.5,24976.688837507343,Gluconate-MOPS
2237,35,1049,305587.1003605965,902,247975.5,26756.13912580078,Gluconate-MOPS
2238,36,1049,304919.50660492165,958,249678.0,27548.111854682564,Gluconate-MOPS
2239,37,1049,305947.4099653557,987,249896.0,27718.059497455728,Gluconate-MOPS
2240,38,1049,305372.4504207425,947,249528.5,27457.46968707513,Gluconate-MOPS
2241,0,1060,3522.712918876612,9,2990.5,283.5952013232646,Gluconate-MOPS
2242,1,1060,4104.702353573171,9,3536.5,325.98316059354676,Gluconate-MOPS
2243,2,1060,4655.474542019772,9,4108.0,374.63750989264173,Gluconate-MOPS
2244,3,1060,6014.946536903386,12,5009.5,458.01601947983187,Gluconate-MOPS
2245,4,1060,8019.843066737754,18,6237.5,586.5965701070085,Gluconate-MOPS
2246,5,1060,9262.78149356303,18,7351.5,682.3070290386548,Gluconate-MOPS
2247,6,1060,10910.55729059974,19,8512.0,794.9905387547731,Gluconate-MOPS
2248,7,1060,14587.222731992137,35,10975.5,1048.0762321056234,Gluconate-MOPS
2249,8,1060,17178.18810971314,38,13199.5,1274.9488567921069,Gluconate-MOPS
2250,9,1060,19448.15742872696,38,15234.5,1445.7265153531878,Gluconate-MOPS
2251,10,1060,24498.307756389437,54,18500.0,1774.192146206588,Gluconate-MOPS
2252,11,1060,32816.89083650807,77,23944.5,2323.3478687922207,Gluconate-MOPS
2253,12,1060,37383.29653186927,77,28157.5,2701.4248602731864,Gluconate-MOPS
2254,13,1060,44619.18729111529,97,33567.0,3272.330180407093,Gluconate-MOPS
2255,14,1060,56708.548153231735,140,42029.5,4152.132954642313,Gluconate-MOPS
2256,15,1060,66193.28529741775,156,50134.5,4956.793990261316,Gluconate-MOPS
2257,16,1060,80767.14757302162,179,60165.0,5919.129668141988,Gluconate-MOPS
2258,17,1060,98418.48886140768,233,72481.5,7295.230527473615,Gluconate-MOPS
2259,18,1060,118596.01453740416,298,86757.5,8946.648442405927,Gluconate-MOPS
2260,19,1060,140126.52579305053,336,102255.5,10659.331924667631,Gluconate-MOPS
2261,20,1060,169313.26566656536,415,126251.0,12971.978361045654,Gluconate-MOPS
2262,21,1060,204058.56172924524,532,154505.0,15954.831615101948,Gluconate-MOPS
2263,22,1060,237656.92049109697,630,184769.5,19148.15264089356,Gluconate-MOPS
2264,23,1060,265009.0284055321,727,210033.0,22084.304719027707,Gluconate-MOPS
2265,24,1060,266657.29453063325,784,216316.0,23223.844994022962,Gluconate-MOPS
2266,25,1060,267649.83497787564,838,218015.5,23830.41574099342,Gluconate-MOPS
2267,26,1060,267599.06941374973,831,218121.0,23899.546667839968,Gluconate-MOPS
2268,27,1060,268195.93170204345,839,218519.0,24058.61872206239,Gluconate-MOPS
2269,28,1060,268120.19348498754,852,218449.0,24069.99557657944,Gluconate-MOPS
2270,29,1060,266540.407483998,866,217743.0,24256.09881568917,Gluconate-MOPS
2271,30,1060,266986.86073030264,848,217946.0,24200.51847796386,Gluconate-MOPS
2272,31,1060,267108.5829198095,853,218372.0,24268.968549852565,Gluconate-MOPS
2273,32,1060,268793.8101076256,863,218318.5,24109.007041515517,Gluconate-MOPS
2274,33,1060,268862.42154453974,869,218334.0,24292.517036765912,Gluconate-MOPS
2275,34,1060,267333.14570990216,846,218006.5,24118.913785450597,Gluconate-MOPS
2276,35,1060,268701.6348885975,846,217771.0,23951.25035863337,Gluconate-MOPS
2277,36,1060,267717.0935790565,884,217550.5,24314.6515832792,Gluconate-MOPS
2278,37,1060,268392.4751153264,851,217782.0,24153.66661837523,Gluconate-MOPS
2279,38,1060,267521.22662010783,861,217490.0,24379.314212957313,Gluconate-MOPS
2280,0,1051,4037.1886515361257,9,3348.5,318.734049391205,Gluconate-MOPS
2281,1,1051,5088.663530507707,13,4195.0,405.76304466366463,Gluconate-MOPS
2282,2,1051,6480.7677187165245,15,5277.5,507.48180145476755,Gluconate-MOPS
2283,3,1051,7760.662090498488,15,6282.5,600.2809652601941,Gluconate-MOPS
2284,4,1051,10113.220754186155,22,7633.0,728.5990197754554,Gluconate-MOPS
2285,5,1051,13279.100903801038,32,10232.5,991.9680908147222,Gluconate-MOPS
2286,6,1051,15668.919942558394,33,11971.5,1157.1357240600448,Gluconate-MOPS
2287,7,1051,19511.815400794265,40,14930.5,1444.6044409489732,Gluconate-MOPS
2288,8,1051,24759.53659422364,59,18717.0,1833.0177599452566,Gluconate-MOPS
2289,9,1051,30212.173650187848,65,22293.5,2168.7503636714805,Gluconate-MOPS
2290,10,1051,34452.84085379966,72,25977.0,2556.410773609239,Gluconate-MOPS
2291,11,1051,43616.65295384944,108,32648.5,3270.8715832016214,Gluconate-MOPS
2292,12,1051,51706.24632320955,121,37853.5,3859.9016549004486,Gluconate-MOPS
2293,13,1051,61973.04566917892,143,44794.5,4641.828649526138,Gluconate-MOPS
2294,14,1051,75959.80227461841,189,55547.0,5676.029728814914,Gluconate-MOPS
2295,15,1051,91600.05553570294,229,68813.0,6964.929542538232,Gluconate-MOPS
2296,16,1051,108139.42540900163,261,82205.5,8281.840362483576,Gluconate-MOPS
2297,17,1051,131978.52679526765,329,99688.5,10121.626913800854,Gluconate-MOPS
2298,18,1051,160874.11454283234,416,121190.0,12450.660816914056,Gluconate-MOPS
2299,19,1051,189651.6687939336,485,145168.0,14915.744731570723,Gluconate-MOPS
2300,20,1051,222479.0287854175,571,172530.0,17779.086768674006,Gluconate-MOPS
2301,21,1051,254245.3349086826,728,202345.5,21274.31019913263,Gluconate-MOPS
2302,22,1051,268588.3130683558,796,217146.0,23363.09806328863,Gluconate-MOPS
2303,23,1051,268538.12878149585,812,218693.0,23786.700965715318,Gluconate-MOPS
2304,24,1051,268352.12661067245,837,218526.5,23974.809183557572,Gluconate-MOPS
2305,25,1051,269915.3096620865,869,220126.5,24396.991842691878,Gluconate-MOPS
2306,26,1051,268732.0277469359,834,218553.0,24098.846294344086,Gluconate-MOPS
2307,27,1051,268207.54684138834,836,218276.0,24024.350881381364,Gluconate-MOPS
2308,28,1051,269432.05875893985,873,218336.5,24153.592654186014,Gluconate-MOPS
2309,29,1051,268250.492312613,879,217987.5,24362.109229324684,Gluconate-MOPS
2310,30,1051,267531.2107456123,860,218457.5,24453.424233679187,Gluconate-MOPS
2311,31,1051,268294.6749334192,859,217194.5,24059.616881436825,Gluconate-MOPS
