,0
b82bf607568d480c9ab2287df05f597e,1000.0
5d2ecafa5f804b6f92df0f703fc48506,1000.0
9175e436840344f4b60fdba6a5a83545,1000.0
e423f589a56045aa93d3c476fd331449,1000.0
16926437cd3f46d680864ef398dc79c0,1000.0
d9755af0613d417c86f0f84b725118bd,1000.0
923c181d24924899ba7418c732ca9a5d,1000.0
e0a4ec4f2987474bacb246ababcb16bc,1000.0
723d5efbaa0d48e78519a3775000bd02,1000.0
396fe91367ec4ad0b166f94313f60bb6,1000.0
4ff72177049840ef9292dff299f62454,1000.0
20ce11735f0c48759a7b83034f7732da,1000.0
f5fe3b63133a44f9a3d9fc31cea6d9c1,1000.0
790f92cc43654d36908bf3cab8bce916,0.0
d7d500e937d94a23a0ef0dc062738c00,1000.0
8580b2410d1d4ae295866fc77fc44a65,1000.0
2afcf5d8c71c40569c91a29a4a25c681,1000.0
b3db657442fa495695f5bb8a7ef0f971,1000.0
da1fed6feb114a76a182ae0054dc2269,1000.0
7ca6101dc4034094ac6bab5b23cee15b,1000.0
e5ccb68a3d86445d8e77d6fd46c79b81,1000.0
b514a345bb9a4271b0b00bd8c751ff99,1000.0
6e6168a703704b0baf42cf98f7d82da8,1000.0
6d94c5155f644e2587c1c2000a51fd46,1000.0
828b6ea0c28e4775b9f82a97365cd548,1000.0
df145aee51884b80963df9e96384f0cf,1000.0
4c46ed3f5d1d477a91f9596b44cbe9f4,1000.0
bf531fb12fee4b5895ae6093c93ae174,1000.0
db6a3c3f8abd49bcbb1571026fc58427,1000.0
063202c94bc44763afc7d311e7f6e898,100.0
263e1c47c5204ee1b4b309e26785a765,100.0
c20c08e0d2bd41218fc91e29def4acfb,1000.0
aefea914777b4800abc7a070812cdf84,1000.0
6cd4e69998d84346b69ebcecaf7a31b4,1000.0
68771c6ce28d49fa94606eb55cc23c51,1000.0
ee53801be4a54c0d89573ec412766f4b,1000.0
23cd7ebe26b84f8f9ba5ca2ce00a9b26,1000.0
97931d2d7c644cf8af0a67d792d0e8de,1000.0
d6ea1093bb004bb69edac941e01484ed,1000.0
98f157d8167144c99d5d21d6f36ff200,1000.0
04dfa2de9e0b4f5ba382356fe1b1997c,1000.0
13af8041a824418595562fc63bd6c946,1000.0
e67c3fad64df480cada9b25647993da9,1000.0
e768c7d396e84a09af7705ecdb2385b8,1000.0
93c851b3d853495dad17bdcc1aad009c,1000.0
b1769bb4578041a09364dd449c59af14,1000.0
54c33d48b602445d983b70a9441a1038,1000.0
189980c65d3948368b1c236a88598c3f,1000.0
4505ba2e477e4804911090fd4c7051f2,1000.0
f18f4125fd6c420ba6c760e4a83a809a,1000.0
ebcfd16f27b34138a919e45a68d798d7,1000.0
890fbda8374e4d399e5ddc56c5912764,0.0
e9356a80a9f24605be3ab918c125930b,0.0
ceea111b94c04deeb0e7425c99796d56,1000.0
5fe3480dddcd49f0af559f8de058b4db,1000.0
235a8e172e394cd0b6b2d30552a23d29,1000.0
b26bb1a463e345b3bed35dbca7309d95,1000.0
c415cea7e01a43aea8ac28f4bf9b6227,1000.0
ece77c2cc2c34132bc3adcdd91d5f19b,1000.0
0d51a0b9d4b94cc78a8d4c3b6faf0d38,1000.0
334a43eacbf346719c4c93837535127c,1000.0
31e83197e99b4ffb8eb845be01c8e54c,1000.0
8fc66cfb8a2f4d3bb458bb54f40f984b,1000.0
7e0dd6f4cc7b4dc198c34c91bce7764b,1000.0
871e829116c5484fab7d16b63a58df2e,1000.0
77c258bc88b34fb48abb260db2707038,1000.0
c9ced667b7f04f1996609cb07a5250c2,1000.0
ba6a165b281346009ea9336d6e81e7c7,1000.0
66ca2ddddabf450281dd878a413bdf06,1000.0
dacc3b74bbae4a4887680f5c2b1efcfc,1000.0
bbfbba44dd8e422f8c3518adf3e0f8ce,1000.0
59c9bc804ab34854b751bdf0a1533493,1000.0
4335d90e31a14235bee66c0e2f374ec8,1000.0
2b4c91f78e79435c94614787cc394495,1000.0
7f37f3d3cbe349e9b2ba3638f8bf785c,1000.0
41ad39627d2d4ea09a518ed62fb42720,1000.0
4c67ca647dc94fb1939d59a051c8b166,1000.0
ecb37d8e23944d3aa6af2b1514520387,1000.0
69291dac1d8543c6af16d8fd1d488ea0,1000.0
b41cd96d75f24e37b7d71d538f920ea5,1000.0
a4c14a33fdf440e5b69a25cf58188b41,1000.0
aa0b38edef4f428ab3d8a9a65e71fa45,1000.0
90aea3e3377146a2ab8828faa3b4f1ee,1000.0
097e4c7691064d2e8e6265aee548c9bb,1000.0
fe12920cdf734f11a97020de6d77dbe4,1000.0
0cca8115c63f44ec94b6b6613935ee5f,1000.0
cf690c6a4ab24872b082ec2f8f271a87,1000.0
a3a28088b8d946b99f9984b02bc01419,1000.0
9ced7728d38841888957e89aa709b093,1000.0
7c1dd2e896a84086ba9d76f08e86f91a,1000.0
8bbe1aacbdc4488cad207b558ce2afb4,1000.0
faf83a89661643b588ec112cef004f63,1000.0
6910b36787594d0c928d08f5280bc14c,1000.0
2b36fbf573684ac59c8d16a489557818,1000.0
bc50c3c1e4fe43349090951d0a158df1,1000.0
9baccb8b37a04d959afa5c49be1bc184,1000.0
d4218af5511948c68fc83c58d56dcb1b,1000.0
1503d4ec66bf4f05ab5b02469d13972c,1000.0
8b2ab4d31de3415f9d82d92a5de03bc1,1000.0
ad28d556a9784e31a8279e7fbfd20c7f,1000.0
4523bb4f50c541898a51c3bf8926fe14,1000.0
6abbd96c0f96499a8d273456f7881dbc,1000.0
857ed6a238c3428398f30ebec1c16e7a,1000.0
b3206544cd214724988a717cf3bfc1dd,1000.0
4793f54c42fc4e63abede54d745a9dae,1000.0
71a252c7fc234e7c9d4f8e884ceace75,1000.0
c310932694c149a189e65975b050243d,1000.0
e28e2eaa1b164bdabc0368425b69bdbc,1000.0
3482562fd14644e18abf437bd5089e06,1000.0
5d9b87acdcbf43c6a8fd826d26692d6b,1000.0
98bf4fddf0c140e08b95b353efe88982,1000.0
1e6944ea493a4440a25e7da60b5e05c4,1000.0
b35a14952e41409291dfce97afe5ce67,1000.0
e2f020d2ade045ddba5c687e171a68b2,1000.0
b738ca6e1e1540d0bfe92cfbc237bed0,1000.0
c6418c12a5c8451ba968abc1e6d42e2d,1000.0
c89dc21c73694f82984a9037e4daf8ad,1000.0
c41f6fca0a534aa696799ad4d0cf8453,1000.0
628c8999e076430d8f7e30058926fda9,1000.0
78d886fd29f843c88de1f5e30854053c,1000.0
214975ad500b419b81d6fe7e5d8588a0,1000.0
6b6e581b558f4f468609f02de23af715,1000.0
b9e1305f11b2457fa38990e458ef3c1f,1000.0
588c51df90024e458002efb78bea387a,1000.0
6c19f1dd135c4383beb7b4f904589c40,1000.0
8738ab372f8f40f782dd59f43618c02e,1000.0
6f49f47cfaba4edaab5ce64a0ae3cfe5,1000.0
cddbe28bcdde445fa736d8bda82f097d,1000.0
c7ee7cd154b14543a7983197e79bdd44,1000.0
32b7a452e84b4eda8c49114396e737c6,1000.0
bcfa5df3dbf84a5484cca1b5dbff87ab,1000.0
cd295039876a483b8ea8372cdfa49811,1000.0
6f0e846cffa14de3a581e705be790914,1000.0
ea5adf939b4349a0b90b17352ec02e98,1000.0
c6d4f95ae2764147aac898e0244329d5,1000.0
6c34226283b14fc7bbf1b8660946f54f,1000.0
264fea102b9f4bafbc569e950acd0b7a,1000.0
36be2404b469477994e14305dc8c6441,1000.0
688f2209bc7d41a59bb3a008fa9dfdc5,1000.0
50d524a6fa5a4d09a1595c4565656f26,1000.0
e63bd4e8e038441090cfadda31d49b2e,1000.0
062522e4c478480892deefda227a1556,1000.0
931628f3611f4717b8d1f49e8e53c6c2,1000.0
